datetime;ee_consumption_kWh;t_out_C;true_anomalies;label
02/01/2016 18:00;157,7;3,225;0;ok
02/01/2016 19:00;157,1;3,1;0;ok
02/01/2016 20:00;154,7;2,975;0;ok
02/01/2016 21:00;153;3,15;0;ok
02/01/2016 22:00;153;3,075;0;ok
02/01/2016 23:00;148,6;3,275;0;ok
03/01/2016 00:00;145,2;2,6;0;ok
03/01/2016 01:00;147,7;2,25;0;ok
03/01/2016 02:00;145,5;2,45;0;ok
03/01/2016 03:00;147,7;2,55;0;ok
03/01/2016 04:00;146,6;2,575;0;ok
03/01/2016 05:00;147,3;2,575;0;ok
03/01/2016 06:00;147,3;2,525;0;ok
03/01/2016 07:00;152,7;2,125;0;ok
03/01/2016 08:00;133,6;1,825;0;ok
03/01/2016 09:00;119,1;1,975;0;ok
03/01/2016 10:00;124,3;2;0;ok
03/01/2016 11:00;125,6;1,95;0;ok
03/01/2016 12:00;125,4;2,075;0;ok
03/01/2016 13:00;125,8;2,325;0;ok
03/01/2016 14:00;125,6;3,175;0;ok
03/01/2016 15:00;127,4;3,25;0;ok
03/01/2016 16:00;120,7;2,8;0;ok
03/01/2016 17:00;144,5;2,675;0;ok
03/01/2016 18:00;155;2,075;0;ok
03/01/2016 19:00;154,7;1,875;0;ok
03/01/2016 20:00;154,5;2,15;0;ok
03/01/2016 21:00;153,1;2,375;0;ok
03/01/2016 22:00;152,1;2,075;0;ok
03/01/2016 23:00;146,4;2,175;0;ok
04/01/2016 00:00;146,9;2,225;0;ok
04/01/2016 01:00;151,4;1,475;0;ok
04/01/2016 02:00;208,4;1,375;0;ok
04/01/2016 03:00;210,1;1,625;0;ok
04/01/2016 04:00;207,5;1,575;0;ok
04/01/2016 05:00;209,8;1,425;0;ok
04/01/2016 06:00;215,3;1,25;0;ok
04/01/2016 07:00;226,3;1,475;0;ok
04/01/2016 08:00;264,4;1,825;0;ok
04/01/2016 09:00;288,2;2,225;0;ok
04/01/2016 10:00;302,8;2,625;0;ok
04/01/2016 11:00;304,9;3,125;0;ok
04/01/2016 12:00;310,4;3;0;ok
04/01/2016 13:00;309,1;3,15;0;ok
04/01/2016 14:00;307,8;3,3;0;ok
04/01/2016 15:00;310;3,35;0;ok
04/01/2016 16:00;302;3,425;0;ok
04/01/2016 17:00;295;3,2;0;ok
04/01/2016 18:00;261,3;2,925;0;ok
04/01/2016 19:00;209,8;2,85;0;ok
04/01/2016 20:00;175,4;2,75;0;ok
04/01/2016 21:00;165,3;2,7;0;ok
04/01/2016 22:00;158,8;2,875;0;ok
04/01/2016 23:00;152,7;2,775;0;ok
05/01/2016 00:00;150,5;2,55;0;ok
05/01/2016 01:00;150,4;2,575;0;ok
05/01/2016 02:00;151,5;2,525;0;ok
05/01/2016 03:00;149,5;2,5;0;ok
05/01/2016 04:00;152,2;2,7;0;ok
05/01/2016 05:00;154,1;2,75;0;ok
05/01/2016 06:00;196,4;2,65;0;ok
05/01/2016 07:00;252,3;2,55;0;ok
05/01/2016 08:00;289,1;2,25;0;ok
05/01/2016 09:00;306,1;2,475;0;ok
05/01/2016 10:00;322,5;2,55;0;ok
05/01/2016 11:00;323;2,625;0;ok
05/01/2016 12:00;310;2,775;0;ok
05/01/2016 13:00;306,1;3,525;0;ok
05/01/2016 14:00;304,3;3,7;0;ok
05/01/2016 15:00;297,3;4,25;0;ok
05/01/2016 16:00;293,4;4,025;0;ok
05/01/2016 17:00;293;3,625;0;ok
05/01/2016 18:00;261,9;3,65;0;ok
05/01/2016 19:00;212,2;3,975;0;ok
05/01/2016 20:00;180,2;3,975;0;ok
05/01/2016 21:00;168,3;3,975;0;ok
05/01/2016 22:00;165;3,975;0;ok
05/01/2016 23:00;154;3,85;0;ok
06/01/2016 00:00;151,8;3,825;0;ok
06/01/2016 01:00;153,5;3,75;0;ok
06/01/2016 02:00;155,6;3,925;0;ok
06/01/2016 03:00;157,2;3,75;0;ok
06/01/2016 04:00;154,1;3,75;0;ok
06/01/2016 05:00;162,2;3,175;0;ok
06/01/2016 06:00;161,1;2,95;0;ok
06/01/2016 07:00;185,8;2,5;0;ok
06/01/2016 08:00;180,1;1,875;0;ok
06/01/2016 09:00;165,9;2,525;0;ok
06/01/2016 10:00;165,4;4,45;0;ok
06/01/2016 11:00;163,1;6,1;0;ok
06/01/2016 12:00;160;6,675;0;ok
06/01/2016 13:00;158,7;7;0;ok
06/01/2016 14:00;159,8;7,625;0;ok
06/01/2016 15:00;139,1;7,4;0;ok
06/01/2016 16:00;144,2;6,675;0;ok
06/01/2016 17:00;167,4;6,075;0;ok
06/01/2016 18:00;174,1;5,5;0;ok
06/01/2016 19:00;170,3;5,3;0;ok
06/01/2016 20:00;170,5;4,8;0;ok
06/01/2016 21:00;169,8;4,5;0;ok
06/01/2016 22:00;169,6;4,25;0;ok
06/01/2016 23:00;161,5;3,625;0;ok
07/01/2016 00:00;161,1;2,3;0;ok
07/01/2016 01:00;157,5;2,325;0;ok
07/01/2016 02:00;156,9;2;0;ok
07/01/2016 03:00;155,5;2,175;0;ok
07/01/2016 04:00;192,1;2,3;0;ok
07/01/2016 05:00;227,5;2,4;0;ok
07/01/2016 06:00;329,2;2,8;0;ok
07/01/2016 07:00;400;2,425;0;ok
07/01/2016 08:00;489;2,025;0;ok
07/01/2016 09:00;552,6;2,45;0;ok
07/01/2016 10:00;578,7;4,025;0;ok
07/01/2016 11:00;589,9;5,825;0;ok
07/01/2016 12:00;641,4;6,2;0;ok
07/01/2016 13:00;636,3;6,5;0;ok
07/01/2016 14:00;598,5;6,375;0;ok
07/01/2016 15:00;529;6,075;0;ok
07/01/2016 16:00;490,7;6,3;0;ok
07/01/2016 17:00;479,9;5,85;0;ok
07/01/2016 18:00;431,1;5,25;0;ok
07/01/2016 19:00;305,3;5,25;0;ok
07/01/2016 20:00;214,2;4,825;0;ok
07/01/2016 21:00;189,5;4,525;0;ok
07/01/2016 22:00;168,7;4,275;0;ok
07/01/2016 23:00;151,3;3,725;0;ok
08/01/2016 00:00;145,3;3,525;0;ok
08/01/2016 01:00;143,9;3,025;0;ok
08/01/2016 02:00;144,3;3,05;0;ok
08/01/2016 03:00;147;3,025;0;ok
08/01/2016 04:00;150,8;2,175;0;ok
08/01/2016 05:00;170,9;2,525;0;ok
08/01/2016 06:00;285,2;2,475;0;ok
08/01/2016 07:00;383,1;2,35;0;ok
08/01/2016 08:00;484,7;2,15;0;ok
08/01/2016 09:00;541,8;2,55;0;ok
08/01/2016 10:00;547,1;3,75;0;ok
08/01/2016 11:00;562,7;4,475;0;ok
08/01/2016 12:00;597,5;4,95;0;ok
08/01/2016 13:00;624,1;5,125;0;ok
08/01/2016 14:00;600,3;4,55;0;ok
08/01/2016 15:00;556,6;4,4;0;ok
08/01/2016 16:00;511,1;4,9;0;ok
08/01/2016 17:00;492,7;4,925;0;ok
08/01/2016 18:00;384,6;4,825;0;ok
08/01/2016 19:00;279,4;4,775;0;ok
08/01/2016 20:00;205,1;4,875;0;ok
08/01/2016 21:00;178;5,225;0;ok
08/01/2016 22:00;161;5,175;0;ok
08/01/2016 23:00;139,7;4,95;0;ok
09/01/2016 00:00;133,3;5,225;0;ok
09/01/2016 01:00;137,8;5,2;0;ok
09/01/2016 02:00;135,1;5,1;0;ok
09/01/2016 03:00;139,3;4,9;0;ok
09/01/2016 04:00;146,2;4,6;0;ok
09/01/2016 05:00;156,4;4,675;0;ok
09/01/2016 06:00;191,8;4,9;0;ok
09/01/2016 07:00;260,3;5,325;0;ok
09/01/2016 08:00;278,2;5,2;0;ok
09/01/2016 09:00;282,7;5,6;0;ok
09/01/2016 10:00;286,2;5,6;0;ok
09/01/2016 11:00;280,6;6,025;0;ok
09/01/2016 12:00;268,7;6,5;0;ok
09/01/2016 13:00;234,1;7,175;0;ok
09/01/2016 14:00;185,5;7,65;0;ok
09/01/2016 15:00;166,4;7,675;0;ok
09/01/2016 16:00;150,3;7,475;0;ok
09/01/2016 17:00;145,6;7,025;0;ok
09/01/2016 18:00;154,7;6,525;0;ok
09/01/2016 19:00;152,5;6,025;0;ok
09/01/2016 20:00;152,8;5,65;0;ok
09/01/2016 21:00;154,4;5,575;0;ok
09/01/2016 22:00;151,3;5,225;0;ok
09/01/2016 23:00;141,2;4,5;0;ok
10/01/2016 00:00;144,9;3,9;0;ok
10/01/2016 01:00;148,3;3,725;0;ok
10/01/2016 02:00;145,5;3,375;0;ok
10/01/2016 03:00;146,8;3,425;0;ok
10/01/2016 04:00;149;3,55;0;ok
10/01/2016 05:00;146,6;2,875;0;ok
10/01/2016 06:00;149;2,475;0;ok
10/01/2016 07:00;100;2,475;0;ok
10/01/2016 08:00;100;2,2;0;ok
10/01/2016 09:00;100;2,225;0;ok
10/01/2016 10:00;100;2,575;0;ok
10/01/2016 11:00;100;4,95;0;ok
10/01/2016 12:00;100;6,65;0;ok
10/01/2016 13:00;100;4,6;0;ok
10/01/2016 14:00;100;4,675;0;ok
10/01/2016 15:00;100;5,175;0;ok
10/01/2016 16:00;100;5,9;0;ok
10/01/2016 17:00;100;5,4;0;ok
10/01/2016 18:00;100;5,05;0;ok
10/01/2016 19:00;145,1;5,35;0;ok
10/01/2016 20:00;151;4,65;0;ok
10/01/2016 21:00;148,4;4,725;0;ok
10/01/2016 22:00;147,3;5,25;0;ok
10/01/2016 23:00;144,4;4,925;0;ok
11/01/2016 00:00;137,9;4,725;0;ok
11/01/2016 01:00;138,2;4,825;0;ok
11/01/2016 02:00;138,2;4,5;0;ok
11/01/2016 03:00;135,7;4,7;0;ok
11/01/2016 04:00;140;4,9;0;ok
11/01/2016 05:00;173,7;5,325;0;ok
11/01/2016 06:00;301,1;5,55;0;ok
11/01/2016 07:00;382,7;5,825;0;ok
11/01/2016 08:00;497,6;6,1;0;ok
11/01/2016 09:00;560,1;6,35;0;ok
11/01/2016 10:00;624,2;6,9;0;ok
11/01/2016 11:00;607,7;7,55;0;ok
11/01/2016 12:00;624,5;7,075;0;ok
11/01/2016 13:00;653,1;7,45;0;ok
11/01/2016 14:00;628;8,3;0;ok
11/01/2016 15:00;578,3;9,325;0;ok
11/01/2016 16:00;525,2;8,725;0;ok
11/01/2016 17:00;509,6;7,825;0;ok
11/01/2016 18:00;468,9;7,625;0;ok
11/01/2016 19:00;321,5;9,775;0;ok
11/01/2016 20:00;233,6;10,075;0;ok
11/01/2016 21:00;187,9;10,3;0;ok
11/01/2016 22:00;155,8;11,025;0;ok
11/01/2016 23:00;139;11,1;0;ok
12/01/2016 00:00;137,5;10,625;0;ok
12/01/2016 01:00;135,2;9,975;0;ok
12/01/2016 02:00;134;10,1;0;ok
12/01/2016 03:00;135,1;10,325;0;ok
12/01/2016 04:00;137,7;9,975;0;ok
12/01/2016 05:00;146,5;10,2;0;ok
12/01/2016 06:00;278,2;10,575;0;ok
12/01/2016 07:00;394,2;10,525;0;ok
12/01/2016 08:00;497,1;10,275;0;ok
12/01/2016 09:00;546,1;11,075;0;ok
12/01/2016 10:00;570,3;12,55;0;ok
12/01/2016 11:00;574,9;13,5;0;ok
12/01/2016 12:00;597,6;13,875;0;ok
12/01/2016 13:00;625,7;14,15;0;ok
12/01/2016 14:00;588,8;14,15;0;ok
12/01/2016 15:00;551,9;13,85;0;ok
12/01/2016 16:00;506,5;13,55;0;ok
12/01/2016 17:00;501,2;12,175;0;ok
12/01/2016 18:00;450,6;11,275;0;ok
12/01/2016 19:00;311,5;11,075;0;ok
12/01/2016 20:00;228,4;11,2;0;ok
12/01/2016 21:00;191,5;10,325;0;ok
12/01/2016 22:00;161,6;10,075;0;ok
12/01/2016 23:00;147,4;10,125;0;ok
13/01/2016 00:00;141,7;9,75;0;ok
13/01/2016 01:00;140,4;10,1;0;ok
13/01/2016 02:00;140,7;10,05;0;ok
13/01/2016 03:00;136,1;9,525;0;ok
13/01/2016 04:00;140;9,425;0;ok
13/01/2016 05:00;161,9;8,825;0;ok
13/01/2016 06:00;290,5;8,625;0;ok
13/01/2016 07:00;391,8;8,775;0;ok
13/01/2016 08:00;536,5;8,6;0;ok
13/01/2016 09:00;575,8;9,15;0;ok
13/01/2016 10:00;572;10;0;ok
13/01/2016 11:00;601;10,75;0;ok
13/01/2016 12:00;623,5;11;0;ok
13/01/2016 13:00;645,3;11,475;0;ok
13/01/2016 14:00;631,3;12,025;0;ok
13/01/2016 15:00;555,8;12,125;0;ok
13/01/2016 16:00;501,8;11,9;0;ok
13/01/2016 17:00;489,7;10,75;0;ok
13/01/2016 18:00;442,2;10,025;0;ok
13/01/2016 19:00;309,1;9,275;0;ok
13/01/2016 20:00;225,7;8,425;0;ok
13/01/2016 21:00;181,3;7,05;0;ok
13/01/2016 22:00;157,8;6,375;0;ok
13/01/2016 23:00;141,6;5,425;0;ok
14/01/2016 00:00;137,2;5,2;0;ok
14/01/2016 01:00;135,4;4,525;0;ok
14/01/2016 02:00;135,5;4,175;0;ok
14/01/2016 03:00;135,4;4,175;0;ok
14/01/2016 04:00;141,5;4;0;ok
14/01/2016 05:00;153,2;3,85;0;ok
14/01/2016 06:00;305,9;2,825;0;ok
14/01/2016 07:00;392,4;2,225;0;ok
14/01/2016 08:00;500,5;3,6;0;ok
14/01/2016 09:00;614,9;3,55;0;ok
14/01/2016 10:00;604,2;4;0;ok
14/01/2016 11:00;617,9;5,025;0;ok
14/01/2016 12:00;640,3;6,075;0;ok
14/01/2016 13:00;658,5;7,225;0;ok
14/01/2016 14:00;633,6;7,5;0;ok
14/01/2016 15:00;565,8;7,75;0;ok
14/01/2016 16:00;497,5;7,4;0;ok
14/01/2016 17:00;491,2;6,35;0;ok
14/01/2016 18:00;444,8;5,7;0;ok
14/01/2016 19:00;322,3;5,575;0;ok
14/01/2016 20:00;431,1;5,425;1;night_shift
14/01/2016 21:00;380,3;5;1;night_shift
14/01/2016 22:00;355,4;4,45;1;night_shift
14/01/2016 23:00;338,7;3,275;1;night_shift
15/01/2016 00:00;333,1;2,725;1;night_shift
15/01/2016 01:00;328,7;2,375;1;night_shift
15/01/2016 02:00;328;1,65;1;night_shift
15/01/2016 03:00;326,3;0,75;1;night_shift
15/01/2016 04:00;331,4;0,4;1;night_shift
15/01/2016 05:00;350,6;0,725;1;night_shift
15/01/2016 06:00;484,9;0,375;1;night_shift
15/01/2016 07:00;578,6;0,375;1;night_shift
15/01/2016 08:00;519,4;0,4;0;ok
15/01/2016 09:00;578,9;2,85;0;ok
15/01/2016 10:00;585,5;6,35;0;ok
15/01/2016 11:00;589,8;7,7;0;ok
15/01/2016 12:00;591,5;10,325;0;ok
15/01/2016 13:00;621,5;10,975;0;ok
15/01/2016 14:00;568,6;10,425;0;ok
15/01/2016 15:00;528;9,825;0;ok
15/01/2016 16:00;460,9;8,75;0;ok
15/01/2016 17:00;459,4;7,825;0;ok
15/01/2016 18:00;390,2;7,2;0;ok
15/01/2016 19:00;484,1;6,8;1;night_shift
15/01/2016 20:00;409,8;6,6;1;night_shift
15/01/2016 21:00;388,8;6,75;1;night_shift
15/01/2016 22:00;370,2;6,875;1;night_shift
15/01/2016 23:00;348,9;6,4;1;night_shift
16/01/2016 00:00;337,7;5,95;1;night_shift
16/01/2016 01:00;338,5;5,15;1;night_shift
16/01/2016 02:00;336,6;4,4;1;night_shift
16/01/2016 03:00;340,7;4,3;1;night_shift
16/01/2016 04:00;344,1;5,275;1;night_shift
16/01/2016 05:00;359,9;3,825;1;night_shift
16/01/2016 06:00;393,5;2,875;1;night_shift
16/01/2016 07:00;454,6;2,4;1;night_shift
16/01/2016 08:00;470,7;1,925;1;night_shift
16/01/2016 09:00;469,4;4,25;1;night_shift
16/01/2016 10:00;461,9;6,8;1;night_shift
16/01/2016 11:00;459,9;7,875;1;night_shift
16/01/2016 12:00;456,3;9,525;1;night_shift
16/01/2016 13:00;430,5;10,175;1;night_shift
16/01/2016 14:00;386,2;10,375;1;night_shift
16/01/2016 15:00;361,5;10,225;1;night_shift
16/01/2016 16:00;332,8;9,575;1;night_shift
16/01/2016 17:00;332,9;8,85;1;night_shift
16/01/2016 18:00;346;8,15;1;night_shift
16/01/2016 19:00;344;7,775;1;night_shift
16/01/2016 20:00;343;7,3;1;night_shift
16/01/2016 21:00;342;7,075;1;night_shift
16/01/2016 22:00;341,1;6,525;1;night_shift
16/01/2016 23:00;340,2;6,425;1;night_shift
17/01/2016 00:00;341,2;6,35;1;night_shift
17/01/2016 01:00;338,8;6,45;1;night_shift
17/01/2016 02:00;335,7;6,075;1;night_shift
17/01/2016 03:00;340,2;6,175;1;night_shift
17/01/2016 04:00;338,7;5,125;1;night_shift
17/01/2016 05:00;344,1;3,95;1;night_shift
17/01/2016 06:00;341,9;2,525;1;night_shift
17/01/2016 07:00;304,7;3,55;1;night_shift
17/01/2016 08:00;300;3,4;1;night_shift
17/01/2016 09:00;300;5,35;1;night_shift
17/01/2016 10:00;300;7,375;1;night_shift
17/01/2016 11:00;300;8,3;1;night_shift
17/01/2016 12:00;300;8,625;1;night_shift
17/01/2016 13:00;309,9;8,2;1;night_shift
17/01/2016 14:00;302,2;8,325;1;night_shift
17/01/2016 15:00;300,3;8,825;1;night_shift
17/01/2016 16:00;305,2;8,575;1;night_shift
17/01/2016 17:00;311,2;7,625;1;night_shift
17/01/2016 18:00;321,5;6,75;1;night_shift
17/01/2016 19:00;318,3;5,9;1;night_shift
17/01/2016 20:00;318,3;5,575;1;night_shift
17/01/2016 21:00;320,4;5,05;1;night_shift
17/01/2016 22:00;317,5;4,925;1;night_shift
17/01/2016 23:00;316,8;4,175;1;night_shift
18/01/2016 00:00;317,1;3,575;1;night_shift
18/01/2016 01:00;313,1;3;1;night_shift
18/01/2016 02:00;311,5;2,7;1;night_shift
18/01/2016 03:00;310,8;2,55;1;night_shift
18/01/2016 04:00;319,2;1,575;1;night_shift
18/01/2016 05:00;379,7;0,975;1;night_shift
18/01/2016 06:00;517,1;0,6;1;night_shift
18/01/2016 07:00;577,5;0,45;1;night_shift
18/01/2016 08:00;689,2;-0,775;1;night_shift
18/01/2016 09:00;545,3;-0,25;0;ok
18/01/2016 10:00;545,6;1,3;0;ok
18/01/2016 11:00;580;3,125;0;ok
18/01/2016 12:00;608,2;4,625;0;ok
18/01/2016 13:00;634,2;4,25;0;ok
18/01/2016 14:00;619,9;3,525;0;ok
18/01/2016 15:00;559,7;3,475;0;ok
18/01/2016 16:00;515;3,35;0;ok
18/01/2016 17:00;483,1;3,1;0;ok
18/01/2016 18:00;443,1;2,8;0;ok
18/01/2016 19:00;309,1;2,55;0;ok
18/01/2016 20:00;426;2,5;1;night_shift
18/01/2016 21:00;382,5;2,55;1;night_shift
18/01/2016 22:00;362,8;2,4;1;night_shift
18/01/2016 23:00;344,9;1,975;1;night_shift
19/01/2016 00:00;340,7;1,875;1;night_shift
19/01/2016 01:00;347,2;1,5;1;night_shift
19/01/2016 02:00;362,9;0,675;1;night_shift
19/01/2016 03:00;362,3;0,375;1;night_shift
19/01/2016 04:00;353,4;0,125;1;night_shift
19/01/2016 05:00;365,4;0,2;1;night_shift
19/01/2016 06:00;486,4;0,2;1;night_shift
19/01/2016 07:00;582,5;-0,275;1;night_shift
19/01/2016 08:00;484;-0,125;0;ok
19/01/2016 09:00;554,7;0,05;0;ok
19/01/2016 10:00;569,3;0,35;0;ok
19/01/2016 11:00;557,6;0,875;0;ok
19/01/2016 12:00;567,2;2,875;0;ok
19/01/2016 13:00;589,9;4,3;0;ok
19/01/2016 14:00;589,1;4,675;0;ok
19/01/2016 15:00;515,3;4,475;0;ok
19/01/2016 16:00;452,2;4,15;0;ok
19/01/2016 17:00;442,6;3,575;0;ok
19/01/2016 18:00;419;3,125;0;ok
19/01/2016 19:00;324,6;2,775;0;ok
19/01/2016 20:00;229,7;2,575;0;ok
19/01/2016 21:00;187,7;1,5;0;ok
19/01/2016 22:00;170,2;1,475;0;ok
19/01/2016 23:00;148,9;1,2;0;ok
20/01/2016 00:00;137,6;0,4;0;ok
20/01/2016 01:00;160,4;0,125;0;ok
20/01/2016 02:00;157,4;-0,25;0;ok
20/01/2016 03:00;158,8;-0,75;0;ok
20/01/2016 04:00;148,3;-0,925;0;ok
20/01/2016 05:00;168,8;-1,125;0;ok
20/01/2016 06:00;294,3;-1,3;0;ok
20/01/2016 07:00;379,1;-1,2;0;ok
20/01/2016 08:00;491,5;-0,9;0;ok
20/01/2016 09:00;549,9;-0,375;0;ok
20/01/2016 10:00;555;0,375;0;ok
20/01/2016 11:00;579;1,575;0;ok
20/01/2016 12:00;615,7;3,45;0;ok
20/01/2016 13:00;638,1;4,875;0;ok
20/01/2016 14:00;613,6;5,55;0;ok
20/01/2016 15:00;521,8;6,1;0;ok
20/01/2016 16:00;473,8;5,3;0;ok
20/01/2016 17:00;460,4;4,425;0;ok
20/01/2016 18:00;437,5;3,875;0;ok
20/01/2016 19:00;301,9;3,575;0;ok
20/01/2016 20:00;223,5;3,175;0;ok
20/01/2016 21:00;195,5;1,875;0;ok
20/01/2016 22:00;174,9;1,6;0;ok
20/01/2016 23:00;150,5;1,5;0;ok
21/01/2016 00:00;141,6;1,4;0;ok
21/01/2016 01:00;160,3;0,75;0;ok
21/01/2016 02:00;164,5;0,45;0;ok
21/01/2016 03:00;164,1;-0,2;0;ok
21/01/2016 04:00;153,7;0,15;0;ok
21/01/2016 05:00;176,5;-0,525;0;ok
21/01/2016 06:00;303;-0,525;0;ok
21/01/2016 07:00;386,3;-1,475;0;ok
21/01/2016 08:00;484,3;-1,95;0;ok
21/01/2016 09:00;507;-0,925;0;ok
21/01/2016 10:00;533;0,675;0;ok
21/01/2016 11:00;572,8;2,95;0;ok
21/01/2016 12:00;596,7;5,375;0;ok
21/01/2016 13:00;609,1;5,675;0;ok
21/01/2016 14:00;557;5,925;0;ok
21/01/2016 15:00;509;6;0;ok
21/01/2016 16:00;457,3;5,425;0;ok
21/01/2016 17:00;446,6;4,3;0;ok
21/01/2016 18:00;420,5;3,225;0;ok
21/01/2016 19:00;306,9;2,425;0;ok
21/01/2016 20:00;220,9;2,2;0;ok
21/01/2016 21:00;199,6;2,15;0;ok
21/01/2016 22:00;174,5;1,75;0;ok
21/01/2016 23:00;147,3;1,25;0;ok
22/01/2016 00:00;135,9;0,8;0;ok
22/01/2016 01:00;154,1;0,925;0;ok
22/01/2016 02:00;164,4;1,225;0;ok
22/01/2016 03:00;164,3;0,325;0;ok
22/01/2016 04:00;151,5;0,575;0;ok
22/01/2016 05:00;176,1;0,225;0;ok
22/01/2016 06:00;292,6;-0,225;0;ok
22/01/2016 07:00;375,9;-0,925;0;ok
22/01/2016 08:00;482,4;-1,1;0;ok
22/01/2016 09:00;536,1;-0,25;0;ok
22/01/2016 10:00;556,7;1,225;0;ok
22/01/2016 11:00;564,7;3,675;0;ok
22/01/2016 12:00;562,6;5,5;0;ok
22/01/2016 13:00;575,1;6,525;0;ok
22/01/2016 14:00;558,9;7,175;0;ok
22/01/2016 15:00;521,6;6,975;0;ok
22/01/2016 16:00;458,8;6,1;0;ok
22/01/2016 17:00;446,9;5,375;0;ok
22/01/2016 18:00;398,8;4,8;0;ok
22/01/2016 19:00;285,2;4,65;0;ok
22/01/2016 20:00;215,1;4,175;0;ok
22/01/2016 21:00;186,5;4,025;0;ok
22/01/2016 22:00;167,8;4,2;0;ok
22/01/2016 23:00;171,9;4,2;0;ok
23/01/2016 00:00;164,2;3,525;0;ok
23/01/2016 01:00;162,1;3,375;0;ok
23/01/2016 02:00;163,9;2,85;0;ok
23/01/2016 03:00;169,6;2,675;0;ok
23/01/2016 04:00;162,2;2,4;0;ok
23/01/2016 05:00;159,9;2;0;ok
23/01/2016 06:00;199,1;1,325;0;ok
23/01/2016 07:00;261,5;1,3;0;ok
23/01/2016 08:00;274,5;1,3;0;ok
23/01/2016 09:00;266,7;1,825;0;ok
23/01/2016 10:00;265,3;2,525;0;ok
23/01/2016 11:00;266;4;0;ok
23/01/2016 12:00;261,6;6,025;0;ok
23/01/2016 13:00;232,3;6,675;0;ok
23/01/2016 14:00;189,4;7,7;0;ok
23/01/2016 15:00;177;7,925;0;ok
23/01/2016 16:00;156,3;8,175;0;ok
23/01/2016 17:00;143,1;7,325;0;ok
23/01/2016 18:00;158,3;6,375;0;ok
23/01/2016 19:00;173,5;5,725;0;ok
23/01/2016 20:00;182;5,3;0;ok
23/01/2016 21:00;177,7;4,975;0;ok
23/01/2016 22:00;174,8;4,775;0;ok
23/01/2016 23:00;168,5;4,725;0;ok
24/01/2016 00:00;166,8;4,35;0;ok
24/01/2016 01:00;176,3;2,15;0;ok
24/01/2016 02:00;176,6;2,1;0;ok
24/01/2016 03:00;177,8;1,05;0;ok
24/01/2016 04:00;179;0,325;0;ok
24/01/2016 05:00;179,8;0,075;0;ok
24/01/2016 06:00;180,4;-0,3;0;ok
24/01/2016 07:00;180;-0,225;0;ok
24/01/2016 08:00;156,1;0,55;0;ok
24/01/2016 09:00;149,1;1,275;0;ok
24/01/2016 10:00;142,4;3,25;0;ok
24/01/2016 11:00;142;6,55;0;ok
24/01/2016 12:00;145,2;8,025;0;ok
24/01/2016 13:00;150,5;8,575;0;ok
24/01/2016 14:00;147,3;9,525;0;ok
24/01/2016 15:00;145,7;10,275;0;ok
24/01/2016 16:00;144;10,675;0;ok
24/01/2016 17:00;157,8;9,575;0;ok
24/01/2016 18:00;182,8;8,6;0;ok
24/01/2016 19:00;183,2;8;0;ok
24/01/2016 20:00;182,6;7,25;0;ok
24/01/2016 21:00;182,3;6,675;0;ok
24/01/2016 22:00;179,7;5,8;0;ok
24/01/2016 23:00;179,2;5,275;0;ok
25/01/2016 00:00;176,6;4,6;0;ok
25/01/2016 01:00;176,8;4,125;0;ok
25/01/2016 02:00;177,8;4;0;ok
25/01/2016 03:00;175,8;2,85;0;ok
